,0,1
11962,Jamie Blackley,
11964,Agnia Ditkovskite,
11966,Sara Stewart,
11968,Liza Lapira,
11970,Charles Martin Smith,
11974,Hugh O'Conor,
11980,Billie Whitelaw,
11982,Jay R. Ferguson,
11993,Rebecca Gayheart,
11997,Kevin Breznahan,
11999,Nancy Cartwright,
12005,Gregory Alan Williams,
12008,Billy Aaron Brown,
12010,DMX,
12013,Steve Pemberton,
12017,Eric Cantona,
12018,Vince Corazza,
12019,James Whitmore,
12020,Victoria Beckham,
12021,Kylie Bunbury,
12026,Griffin Cleveland,
12028,Amy Stewart,
12029,James Read,
12033,Kate Harbour,
12038,Don McManus,
12039,Jacob Pitts,
12040,Tony Plana,
12044,Amanda Tilson,
12046,Sergio Calderón,
12048,Zena Grey,
12049,Jacob Young,
12052,Tara Fitzgerald,
12053,Chris Parnell,
12055,Pauline McLynn,
12056,Patrick St. Esprit,
12062,Peter Kwong,
12063,Alice Pol,
12066,James Patrick Stuart,
12069,Daniel Lapaine,
12070,Natasha Calis,
12071,Cathryn de Prume,
12072,Rhys Coiro,
12074,Richard Gant,
12076,Ted Wass,
12077,Kaylee DeFer,
12079,Craig Hall,
12083,Yûsuke Iseya,
12084,Michael Paré,
12085,Julie Adams,
12087,Igor Zaripov,
12089,James Tupper,
12090,Liya Kebede,
12091,Shawn Hatosy,
12093,Gilles Lellouche,
12094,Gil Birmingham,
12095,Jérôme Deschamps,
12096,Aleksandr Bashirov,
12099,Jack Hawkins,
12100,Wai-Keung Lau,
12107,Kevin Williamson,
12111,Lori Singer,
12113,Harry Shearer,
12116,Jennifer Schwalbach Smith,
12123,Theresa Merritt,
12125,Lolita Davidovich,
12129,A.J. Langer,
12130,Clive Revill,
12134,Derek Graf,
12137,Anthony Daniels,
12138,Theresa Randle,
12139,O.J. Simpson,
12143,Catherine Dent,
12144,Matt Letscher,
12146,Dell Yount,
12147,Oliver Stark,
12150,Lainie Kazan,
12154,Garrett Morris,
12155,James Bolam,
12158,Marie Gillain,
12160,Gaye Brown,
12162,Lillete Dubey,
12164,Alexandra Silber,
12167,Phil Leeds,
12172,Debra Monk,
12173,Colleen Haskell,
12175,Juhi Chawla,
12176,Ray McKinnon,
12178,Darwin Shaw,
12179,Shane Brolly,
12182,Julian Fellowes,
12183,Charles Keating,
12186,Grigoriy Dobrygin,
12187,Kyle Gass,
12194,Aries Spears,
12200,Jeremy Kemp,
12208,Anne-Marie Duff,
12209,Amidou,
12211,Fabrice Luchini,
12212,Dendrie Taylor,
12216,Gabriel Almirón,
12217,Alessandra Mastronardi,
12218,Kenneth Colley,
12221,Matt Hill,
12222,DeWayne Warren,
12226,Matt Schulze,
12227,Leslie Hope,
12228,Eddie Kaye Thomas,
12234,Sarah Wynter,
12243,Steve Harris,
12247,Joseph Mascolo,
12248,Ali Hillis,
12249,Hayley McFarland,
12258,Ski Carr,
12259,Melissa Ordway,
12261,Jason Weaver,
12265,Romeo Miller,
12266,Tony Lo Bianco,
12272,Charles Mesure,
12273,Marc Macaulay,
12274,Ken Sansom,
12275,Aryana Engineer,
12280,Brian d'Arcy James,
12284,Alex Winter,
12286,Yvette Mimieux,
12287,Filippo Timi,
12289,Anneliese van der Pol,
12290,Dermot Crowley,
12299,María Botto,
12300,Francesca Rettondini,
12302,Jeff Perry,
12303,Skyler Samuels,
12304,Romi Aboulafia,
12306,Margaret Cho,
12310,Christine Lakin,
12312,Jasper Levine,
12314,Tiffany Lamb,
12320,Toby Hemingway,
12321,John Patrick Amedori,
12322,Jake Short,
12325,Tom Bower,
12328,John Gavin,
12329,Riki Lindhome,
12332,Billy Barty,
12333,Leo McKern,
12342,Qiu Yuen,
12350,Zak Orth,
12351,Bernie Sanders,
12353,Joe Cole,
12355,Lorna Raver,
12358,Jacky Ido,
12359,Sam Lerner,
12366,Jordan Carlos,
12367,Nick Gomez,
12369,Don Stark,
12371,Sarah Solemani,
12374,David Ramsey,
12376,James Russo,
12377,Jeff DeRocker,
12381,Peter Wingfield,
12382,Gigi Rice,
12386,Serena Scott Thomas,
12389,Scott Wolf,
12391,Marko Zaror,
12392,Jackie Burroughs,
12399,Karin Konoval,
12404,Victoria Learn,
12405,Tyrone Benskin,
12411,Caitlyn Jenner,
12413,Brent Anderson,
12416,Matthew Walker,
12418,Toni Braxton,
12419,Melvil Poupaud,
12420,Rosalind Ayres,
12424,Chi Chung Lam,
12425,Marie-Anne Chazel,
12428,Ewen Solon,
12429,Tom Conti,
12431,Elea Oberon,
12432,Andy On,
12435,Kevin McGowan,
12436,Jacqueline Lovell,
12440,Alan David,
12441,Martina Gedeck,
12448,Joe Turkel,
12449,J.J. Cohen,
12451,Hope Olaide Wilson,
12452,Cabrina Collesides,
12453,Kelli Barrett,
12454,David Moscow,
12456,Paul 'Pauly D' DelVecchio,
12459,Miyu Irino,
12460,Terence Yin,
12465,Stephen Boyd,
12467,Dante Brown,
12468,Margaret Tracey,
12470,Tracy Letts,
12473,Pedro Miguel Arce,
12480,Chester,
12483,JR Bourne,
12484,Bree Turner,
12490,Joey Fatone,
12491,Fran Kranz,
12494,Collins Pennie,
12496,Mario Monicelli,
12501,Andrew Dice Clay,
12505,Nicollette Sheridan,
12508,Martin Balsam,
12509,Dan Bakkedahl,
12510,Grace Jones,
12513,Freddie Jones,
12517,Ethan Stiefel,
12518,Timothée Chalamet,
12519,Kevin G. Schmidt,
12524,Michael Horse,
12526,John McMartin,
12529,Frankie Valli,
12530,Kellie Martin,
12532,Kim Chan,
12533,Albert Salmi,
12542,Paul Sparks,
12544,Sam Reid,
12546,Leonie Benesch,
12547,James Cullen Bressack,
12548,Nick Cassavetes,
12550,Lars Ulrich,
12552,Katharina Schüttler,
12555,Joseph Pilato,
12557,Kevork Malikyan,
12564,Luis Rosado,
12566,Hakeem Kae-Kazim,
12568,Vondie Curtis-Hall,
12570,Rob Campbell,
12571,Eric Sykes,
12573,Theodore Bikel,
12577,Jay Chandrasekhar,
12587,Erik Knudsen,
12590,Diana Maria Riva,
12591,Shad Moss,
12592,Malika,
12593,Ben Platt,
12597,Megyn Price,
12598,Caroll Spinney,
12601,Ellen Sandweiss,
12605,Conrad Coates,
12608,Clyde Kusatsu,
12609,Jake Wood,
12611,Gerard McSorley,
12612,Carlos Bardem,
12613,Chris Andrew Ciulla,
12614,Mary Mouser,
12615,Paul Winfield,
12616,Tim Williams,
12617,Griffin Dunne,
12622,Laurence Fox,
12623,Samm Levine,
12627,Harley Jane Kozak,
12630,Mark Walters,
12632,Rachel Brosnahan,
12635,Finn Ireland,
12637,Sergi López,
12643,Kamel Krifa,
12649,Tsianina Joelson,
12651,Cynthia Stevenson,
12655,Ruby Jerins,
12656,Trent Ford,
12661,Brian Keith,
12664,Shannon Tweed,
12666,Robin Weigert,
12672,Michel Galabru,
12675,Ivan Sergei,
12677,Conrad Kemp,
12680,Tommy Karlsen,
12681,Charles Aznavour,
12682,William Shockley,
12684,Michel Muller,
12690,Adrian Pasdar,
12691,Sihung Lung,
12692,Ara Celi,
12694,Hugh O'Brian,
12695,Jason Wiles,
12698,Kyung-gu Sol,
12700,Allen Leech,
12704,Isabelle Nélisse,
12707,Grasie Mercedes,
12709,Glenn Shadix,
12712,Jessica Raine,
12721,Dororthy Thorton,
12726,William Petersen,
12733,Martha MacIsaac,
12737,André the Giant,
12739,Russ Tamblyn,
12741,Kali Rocha,
12743,Ser'Darius Blain,
12746,Mitchell Ryan,
12748,Kurt Loder,
12751,Jason Spevack,
12753,Nina Hartley,
12754,Joss Ackland,
12763,Angelo Anthony Pizza,
12765,Geneviève Bujold,
12769,Homayoun Ershadi,
12772,Larry Mullen Jr.,
12773,Adam Copeland,
12780,Sandra Nelson,
12782,Shirley Douglas,
12788,Chris Bruno,
12791,Michael Michele,
12793,Marla Sokoloff,
12796,Estelle Parsons,
12798,Eric Godon,
12803,Conleth Hill,
12805,Guillermo Arriaga,
12810,Chris Geere,
12814,Mac McDonald,
12815,Mike Muscat,
12818,Amber Marie Bollinger,
12820,Rudolf Klein-Rogge,
12821,Dany Verissimo-Petit,
12823,Satoshi Tsumabuki,
12825,Nataliya Vdovina,
12828,Conrad Dunn,
12830,Aubrey Poo,
12832,Edward Fox,
12837,Steven Elder,
12838,Ferdinando Vetere,
12839,Yasuaki Kurata,
12844,Arben Bajraktaraj,
12845,Bart Shatto,
12847,Jean-Marc Barr,
12848,Ayush Mahesh Khedekar,
12852,John Meillon,
12853,Chad Bishop,
12855,Malik Yoba,
12860,Barbara Bach,
12861,Jason Hawes,
12865,Susan Hogan,
12867,Olivia Colman,
12868,Shelby Vischer,
12869,Maya Angelou,
12870,Gino Salvano,
12871,Allen Payne,
12878,Paolo Seganti,
12883,Lexa Doig,
12886,China Chow,
12887,Osric Chau,
12888,Isaach De Bankolé,
12890,Noam Jenkins,
12891,Tovah Feldshuh,
12892,Bonnie Henna,
12893,Candace Kroslak,
12894,Nigel Whitmey,
12896,Behrouz Vossoughi,
12897,Karl Johnson,
12900,Kelly Lin,
12903,Diora Baird,
12907,Elisa Donovan,
12910,Olgierd Lukaszewicz,
12911,Amelia Warner,
12914,Jaroslaw Boberek,
12916,Tamar Novas,
12917,Alison Chand,
12920,Boys II Men,
12924,Fredro Starr,
12925,Brooke Bundy,
12932,Gene Simmons,
12934,Sedona Legge,
12939,Antonio Sabato Jr.,
12940,Charlotte Sullivan,
12942,Henry Simmons,
12944,Corey Johnson,
12947,Jason Gray-Stanford,
12948,Rolando Molina,
12949,Shidô Nakamura,
12956,Lena Endre,
12961,Sarah Wright,
12965,Yves Jacques,
12966,Natalie Lisinska,
12967,Paul Mazursky,
12971,Thomas Ian Griffith,
12976,Branko Djuric,
12978,Jung-jae Lee,
12980,Annie Golden,
12981,Gary Schwartz,
12983,Rob Morrow,
12985,Hannah Murray,
12986,Jude Ciccolella,
12990,Ronald Colman,
12992,Cara Horgan,
12993,Björk,
13006,Charlotte Lewis,
13013,Rorke Denver,
13018,Ashley Hinshaw,
13019,Steven Hill,
13021,Dave Allen,
13022,Oliver Cooper,
13023,Bill Hickman,
13032,Anthony Burrell,
13036,Robert Foxworth,
13037,Lusia Strus,
13038,Viva Bianca,
13039,Peter Hermann,
13043,Meg Crosbie,
13050,Lark Voorhies,
13054,John Colicos,
13056,Herbert Grönemeyer,
13060,Zhengyong Zhang,
13063,Tammy Blanchard,
13064,Sherman Hemsley,
13067,Greg Mottola,
13069,Brian Dietzen,
13071,Susan Gardner,
13072,Samantha Ivers,
13074,Ah-sung Ko,
13075,Paul Gleason,
13078,Serena Grandi,
13079,Jake Richardson,
13080,Harmony Korine,
13082,Timothy Webber,
13085,James Shigeta,
13086,Andy Davoli,
13091,Bálint Péntek,
13093,Dahong Ni,
13095,Ryu Kohata,
13097,Rebecca Black,
13098,Hiroyuki Ikeuchi,
13099,Ana Imnadze,
13100,Emma Lung,
13101,Alexandra Callas,
13104,Ginger Jensen,
13105,Denise Crosby,
13106,Akira Terao,
13108,Hailu Qin,
13111,Jason Mantzoukas,
13113,Daniel Zettel,
13119,Christopher Sommers,
13124,Robert Prosky,
13129,Peter Berg,
13133,Eva Birthistle,
13134,Hardy Krüger,
13137,Pauline Collins,
13143,Jim Rash,
13145,Scott Handy,
13149,Alex Karpovsky,
13151,Lisa Pelikan,
13152,Samantha Eggar,
13154,Angus Barnett,
13156,Geoff Bell,
13157,Scott Patterson,
13158,Britt Ekland,
13159,Alix Freihage,
13160,Max Cullen,
13164,Francesc Pagès,
13165,Glenn Beck,
13168,Raoul Max Trujillo,
13170,Hannah Britland,
13171,Riteish Deshmukh,
13174,François Damiens,
13177,Leigh Whannell,
13179,Clare Kramer,
13193,Jack Wild,
13196,Angelo Rossitto,
13198,Stephanie Lemelin,
13207,Sal Lopez,
13214,Tom Waits,
13215,Isiah Whitlock Jr.,
13217,Jaden Klein,
13219,Johnny Whitworth,
13227,Ronald Pickup,
13230,Charlie Murphy,
13231,Jennifer Tung,
13237,Carlos Alazraqui,
13238,Niall Horan,
13245,Jack Guzman,
13258,Rob Huebel,
13260,Tamara Taylor,
13262,Lee Tergesen,
13264,Carlo Cecchi,
13268,India de Beaufort,
13270,Jillian Estell,
13272,François Chau,
13275,Alba Rohrwacher,
13281,Dennis Burkley,
13285,Gen Seto,
13287,Dree Hemingway,
13288,Robert Peters,
13294,Sharat Saxena,
13296,Carol Sutton,
13297,Robert Pralgo,
13300,Adriane Lenox,
13301,George DiCenzo,
13305,Anna Vareschi,
13306,Michel Serrault,
13307,Haluk Bilginer,
13308,Romane Bohringer,
13310,Larry Fessenden,
13313,Laura Harris,
13315,Kerry Cahill,
13317,Lee Norris,
13318,William Miller,
13324,Sandra Echeverría,
13325,Sean Keenan,
13328,Danny Sapani,
13329,Adrienne Pickering,
13331,Adrian Holmes,
13332,Chase Armitage,
13334,Amanda Troop,
13336,Sigríður María Egilsdóttir,
13337,Shabana Azmi,
13339,John Light,
13341,Dal-su Oh,
13345,Enrique Murciano,
13354,Antonio de la Torre,
13355,Don Francks,
13358,Luisa D'Oliveira,
13361,Luke Ford,
13362,Vic Waghorn,
13363,Bolaji Badejo,
13364,Marilyn Burns,
13366,Rosalind Harris,
13368,Parker Bagley,
13369,Lunetta Savino,
13371,Jarrod Bunch,
13372,Dinah Manoff,
13374,Roberta Valderrama,
13379,Ralph Bellamy,
13381,Patrick Cranshaw,
13382,Danny Webb,
13383,Gbenga Akinnagbe,
13385,Dylan Kussman,
13387,Chris Young,
13389,Hunter Tylo,
13390,Robert Urich,
13395,Woo-hee Chun,
13396,Kevin McHale,
13397,Mai Charoenpura,
13399,Lionel Abelanski,
13400,Gary McDonald,
13402,Peter Callan,
13405,Perrey Reeves,
13406,John Henshaw,
13407,Émilie Dequenne,
13412,Steve Le Marquand,
13416,Celina Jade,
13418,Debrianna Mansini,
13419,Alan Bates,
13421,Milo O'Shea,
13422,Stian Smestad,
13423,Molly Hagan,
13426,Valarie Pettiford,
13427,Brad James,
13429,Samuel Roukin,
13430,Christopher B. Duncan,
13433,Vanessa Martinez,
13435,Martin Lucey,
13436,Aditya Roy Kapoor,
13438,Robert Taylor,
13440,Ghassan Massoud,
13443,James Huang,
13445,Nicholas Hammond,
13446,Patrick Cronin,
13447,Jill Talley,
13449,David Schneider,
13450,Steve Harvey,
13455,Daisy Betts,
13457,Josh Pais,
13459,Justin Hall,
13462,Jeff Marlow,
13463,Tracy Middendorf,
13464,Keri Lynn Pratt,
13471,Sarain Boylan,
13473,Diego Velazquez,
13474,Michaela Watkins,
13482,Samuel West,
13484,David Thewlis,
13486,Emmanuelle Béart,
13487,Vernee Watson,
13488,Kevin Rahm,
13492,Amy Locane,
13494,Evan McGuire,
13495,Mary Catherine Garrison,
13497,Alexa Havins,
13501,Kesun Loder,
13508,William Shimell,
13509,Tesshô Genda,
13511,Julie LeBreton,
13514,Darren Boyd,
13515,Natalie Coughlin,
13516,Jean-Claude Lecas,
13517,Kacey Clarke,
13518,Anna Katarina,
13519,Craig Sheffer,
13522,Garvin Cross,
13523,Ángela Molina,
13524,Todd Louiso,
13525,Stanislav Ianevski,
13526,Ellie Kendrick,
13528,Nastassja Kinski,
13535,Roschdy Zem,
13536,Natalie Mendoza,
13540,Razaaq Adoti,
13541,Vic Aviles,
13542,Danielle Darrieux,
13544,Jennifer Ulrich,
13545,Charles Baker,
13548,Ayla Kell,
13550,Brahim Achabbakhe,
13551,Jill St. John,
13553,Lee Ving,
13555,Geneviève Lemon,
13557,Angus Sampson,
13559,Cody Linley,
13560,Paulina Gerzon,
13564,Kwesi Ameyaw,
13571,Craig Conway,
13572,Bob Costas,
13573,Vanessa Ray,
13580,Erin Daniels,
13581,Charles Aidman,
13582,Peter Breitmayer,
13585,Darryl Stephens,
13591,Lil' Wayne,
13592,Alastair Duncan,
13594,Miriama Smith,
13602,Ashley Gerasimovich,
13604,Jennifer Butler,
13605,Rick Rossovich,
13607,Jack O'Halloran,
13608,Valérie Lemercier,
13609,Erin Wasson,
13610,Derek Wayne Johnson,
13613,Richard Graham,
13615,Eleanor Bron,
13618,Valentin Golubenko,
13621,Bob Marley,
13622,Stephen Au,
13624,Ivan Okhlobystin,
13625,Cindy Robinson,
13626,Sydney Penny,
13629,Olesya Rulin,
13630,John Ralston,
13631,Travis Aaron Wade,
13632,Maria Schrader,
13634,Mark De Alessandro,
13635,Gil Bellows,
13636,Ahmad Massad,
13637,Giulia Michelini,
13639,André Ramiro,
13640,Gabriel Bateman,
13641,Jessica Mauboy,
13642,Na'Blonka Durden,
13643,Danielle von Zerneck,
13644,Sandy Dennis,
13648,Jake Cherry,
13649,Eric Christmas,
13651,Matthias Habich,
13657,Stellan Skarsgård,
13663,Maurice Roëves,
13664,Beverly Randolph,
13665,Marco D'Amore,
13669,Ricky Martin,
13670,Kenneth Mars,
13671,Elsa Lanchester,
13679,Matthew Borlenghi,
13680,Erik Estrada,
13681,Ajay Naidu,
13682,Jennifer Jones,
13687,Rachel Blakely,
13691,John Lynch,
13692,David Alan Grier,
13693,Abby Mukiibi Nkaaga,
13695,Rick Dial,
13697,Amy Madigan,
13700,Luis E. Carazo,
13701,Dominik García-Lorido,
13702,Wale Ojo,
13706,Raquel Alessi,
13711,Todd Susman,
13712,Alexis Kendra,
13714,Polly Noonan,
13715,Frederick Weller,
13716,L.Q. Jones,
13718,Pamela Salem,
13719,Paul Popplewell,
13720,Marc Singer,
13721,Sammy Nagi Njuguna,
13722,Mélanie Doutey,
13724,Ji-hyun Jun,
13725,Ritchie Montgomery,
13729,Bill Baird,
13732,Robert Wahlberg,
13734,John Bell,
13737,Reiner Schwarz,
13739,Li Jun Li,
13741,Martijn Lakemeier,
13743,Michel Simon,
13744,Trieu Tran,
13745,Johnny Nguyen,
13747,James Buckley,
13750,Eva Marcille,
13751,Johnny Lever,
13752,Andrea Ros,
13753,Kayla Raparelli,
13757,Nicholas Bell,
13758,Tony Danza,
13759,John Hillerman,
13763,Gérard Jugnot,
13764,Claudia Ferri,
13768,Jean-Pierre Darroussin,
13769,Jo Prestia,
13770,Shinobu Terajima,
13771,Madhavan,
13772,David Dastmalchian,
13773,Mike Eshaq,
13774,Ron Silver,
13775,Shane Meadows,
13776,Julie R. Ølgaard,
13779,Colin Farrell,
13780,George Voskovec,
13781,Prateik,
13784,Sumalee Montano,
13788,Daren Kagasoff,
13789,Jennifer Rubin,
13791,Hugo Stiglitz,
13792,Alisha Boe,
13793,Victor Mature,
13794,Catherine Schell,
13797,Paul Lukas,
13802,Jorja Fox,
13803,Garrett Ryan,
13805,Jamie Draven,
13807,Helen Martin,
13808,Tom Burlinson,
13809,Alice Playten,
13810,June Carter Cash,
13814,Chrystale Wilson,
13816,Perdita Weeks,
13821,Persis Khambatta,
13822,Scott Reeves,
13824,Rachel Korine,
13826,María Aura,
13829,Miriam Colon,
13830,Ellie Cornell,
13831,Clayton Rohner,
13833,Robert Beltran,
13834,Andrew Airlie,
13836,Sahajak Boonthanakit,
13838,Finlay Currie,
13841,Adolphe Menjou,
13842,Lauren London,
13843,Mona Marshall,
13845,Marina Hands,
13846,Nicol Williamson,
13849,Michael Richards,
13851,Jessica Walter,
13852,Jack Elam,
13853,Jonathan Silverman,
13856,Chloe Hollings,
13857,Simon Baker,
13858,Olivier Rabourdin,
13860,Bess Armstrong,
13861,Liz Mullane,
13862,Cynthia Barrett,
13869,Marilyn Manson,
13871,Winter Ave Zoli,
13872,Kristoffer Polaha,
13873,Lumi Cavazos,
13875,Darshan Jariwala,
13876,Ken Davis,
13877,Jim Byrnes,
13880,Laraine Day,
13881,Sara Gilbert,
13882,Corey Sevier,
13883,Olivia DeJonge,
13884,Kel O'Neill,
13885,Alice Evans,
13887,Jelena Nik,
13888,Marta Etura,
13889,Georgia Groome,
13892,Katie Leclerc,
13893,Timothy Omundson,
13894,David Adam Flannery,
13898,Tomiwa Edun,
13899,Lisa Kay,
13904,Ed Quinn,
13905,Milan Lasica,
13906,Birol Ünel,
13908,Joseph Mawle,
13911,Robert Longstreet,
13912,Katherine Helmond,
13915,Jim Siedow,
13917,Yayaying Rhatha Phongam,
13918,Emmanuelle Bercot,
13920,Dileep Raj,
13921,Jack McElhone,
13924,Kim Ly,
13926,Paul Glover,
13931,James Robertson Justice,
13934,Peter Spellos,
13935,Louise Lasser,
13936,Frank McHugh,
13937,Miguel Ángel Solá,
13938,Juan Fernández,
13941,Joaquín Cosio,
13942,Hans Kesting,
13945,Hye-jeong Kang,
13946,Marie Féret,
13950,Lyubov Agapova,
13952,Dimple Kapadia,
13954,Braeden Lemasters,
13956,Purab Kohli,
13957,Megan Follows,
13958,Lateef Crowder,
13960,Amanda Redman,
13961,Matias Varela,
13962,Tammy Davis,
13963,Paresh Rawal,
13964,Anna Katharina Schwabroh,
13969,Zhanna Friske,
13971,Tony Ganios,
13972,Kathleen Munroe,
13973,S. William Hinzman,
13974,Catherine Lambert,
13976,Cornel Wilde,
13978,Marcus Lyle Brown,
13979,David A Cole,
13984,Adam Hicks,
13985,Sidney James,
13988,George 'Buck' Flower,
13989,Gordon Jackson,
13990,Armin Shimerman,
13992,Libby Villari,
13995,DJ Pooh,
13998,Thelma Ritter,
14000,Peter Appel,
14002,Fernando Cayo,
14003,Gabriel Iglesias,
14005,Philippe Noiret,
14006,Amy Hill,
14009,Benjamin Fletcher,
14016,Rob Brydon,
14017,Puti Sri Candra Dewi,
14020,Elena Satine,
14024,Ronnie Gene Blevins,
14027,Beth Broderick,
14029,Arcelia Ramírez,
14030,Zoe Levin,
14032,Rob Jarvis,
14035,Aida Folch,
14037,Brandon Mychal Smith,
14039,Jesuíta Barbosa,
14043,Eugenia Khirivskaya,
14044,Howard Caine,
14045,Fadia Nadda,
14046,James Hall,
14047,Peter Jacobson,
14048,Kira McLean,
14049,Victoria Thaine,
14050,Black Thomas,
14051,Brooke D'Orsay,
14052,Diana Vickers,
14056,Thomas Mitchell,
14057,Marama Corlett,
14060,Betty Hutton,
14061,Alex Macqueen,
14062,Fernanda Torres,
14064,Ellen Ross,
14068,Mike Farrell,
14069,John McGiver,
14070,Lesley Sharp,
14071,Barbara Billingsley,
14072,Jon Osbeck,
14078,Will Geer,
14079,Beatrice Straight,
14081,Clive Swift,
14083,Anthony Johnson,
14086,Guillermo Francella,
14088,Derek Magyar,
14089,Kassie Wesley DePaiva,
14091,Cassandra Scerbo,
14092,Damián Delgado,
14093,Glenn Erland Tosterud,
14098,Lara Jean Chorostecki,
14099,Blaine Anderson,
14101,Genevieve O'Reilly,
14103,Grey Griffin,
14104,Peter Agnefjall,
14105,Ralitsa Paskaleva,
14108,Glen Murphy,
14112,Edward Conna,
14115,Alexandre Rodrigues,
14117,Luis Antonio,
14119,Hana Shuan,
14120,Scott Schwartz,
14122,Timothy Van Patten,
14125,Angélica Sancio,
14126,Charles Grodin,
14129,Yenny Paola Vega,
14130,Mary Page Keller,
14146,Dayna Devon,
14147,Jack Carson,
14148,Victor Buono,
14150,Lisa Ortiz,
14151,Vincent Guastaferro,
14153,Tonya Lee Williams,
14155,David White,
14156,Erin Gray,
14157,David Opatoshu,
14158,Lauryn Hill,
14160,Bobby Brown,
14162,Edward Andrews,
14164,Countess Vaughn,
14165,Breckin Meyer,
14167,Joyful Drake,
14168,Athina Rachel Tsangari,
14170,James Le Gros,
14174,Seema Biswas,
14176,David Heyman,
14178,Ann Morgan Guilbert,
14179,Julie Dawn Cole,
14180,Paula Marshall,
14182,Richard Libertini,
14184,Jeff Conaway,
14185,Courtney Love,
14189,Robert Noble,
14192,Christopher Schmidt,
14193,Molly Dunsworth,
14194,Erick Elias,
14197,Jason Maza,
14200,Andrew Rannells,
14202,Lindsey Haun,
14203,Bob Ross,
14205,Tim Healy,
14206,Robert Stadlober,
14209,Peter Onorati,
14211,Jim Norton,
14213,David Douglas,
14217,Emily Nelson,
14219,Olivia Alexander,
14220,Jillian Murray,
14222,Salvatore Santone,
14225,Brett Wagner,
14226,Fabio Testi,
14230,Othon Bastos,
14232,Scott Evans,
14234,Mia Barron,
14235,Tempestt Bledsoe,
14237,Oana Pellea,
14238,Kelly Paterniti,
14239,Allegra Carpenter,
14240,Elise Neal,
14241,George Raft,
14242,William Butler,
14243,Billie Burke,
14245,Joe Dinicol,
14247,Vanessa Zima,
14248,Hoyt Axton,
14249,Diljit Dosanjh,
14250,Casper Christensen,
14252,Henri Garcin,
14253,Irene Dunne,
14255,Kimberly Beck,
14256,Agata Kulesza,
14260,Laird John Hamilton,
14261,Bárbara Goenaga,
14264,Cyd Charisse,
14265,Amy Badberg,
14267,Dinesh D'Souza,
14270,Nancy Kyes,
14271,Sal Mineo,
14272,Whit Bissell,
14273,Dana Hanna,
14275,Jill Flint,
14276,Dominik Castell,
14277,Jean Pierre Bergeron,
14279,Jessica Hecht,
14280,Tannishtha Chatterjee,
14281,Ana Gasteyer,
14282,Amanda Plummer,
14283,Dayo Okeniyi,
14284,Michael Bower,
14285,Steve Burg,
14290,Gavin Newsom,
14291,Shriya Saran,
14292,Sebastian Blomberg,
14293,Tenoch Huerta,
14294,Paul T. Taylor,
14299,Justine Waddell,
14301,Kris Sommerville,
14303,Bianca Brigitte VanDamme,
14304,Red Skelton,
14305,Rene Rosado,
14310,Mindy Sterling,
14313,Ivette Alvarez,
14314,Catherine Parks,
14315,Dominick Brascia,
14318,Linden Ashby,
14320,Brad Schmidt,
14321,Shobu Kapoor,
14323,Stefanie Drummond,
14326,Sven Nordin,
14327,Brad Lee Wind,
14328,Carlos Lasarte,
14329,Cheyenne Haynes,
14331,Louise Brealey,
14332,Shaun O'Hagan,
14334,Lisa Gaye,
14335,Crystal R. Fox,
14336,Mews Small,
14337,Jake Weary,
14339,William Windom,
14340,Kjell Nilsson,
14341,Ho-Sung Pak,
14343,Jeannetta Arnette,
14344,Adam Trese,
14346,T.C. Stallings,
14349,Béatrice Bonifassi,
14351,Daniel Tay,
14352,Marie Pillet,
14353,Goya Toledo,
14355,John Garfield,
14356,Lauren Sweetser,
14357,Joe Simpson,
14359,Miranda July,
14360,Barney Frank,
14362,Richard Portnow,
14364,Sydelle Noel,
14366,Rose Marie,
14369,Raphael Barker,
14370,Zahava Solomon,
14371,Bruce Newbold,
14372,Donald Rumsfeld,
14373,Austin Lyon,
14374,Debrah Farentino,
14375,Neil Armstrong,
14377,Linda Lovelace,
14380,Zack Pearlman,
14381,Jean-Hugues Anglade,
14383,John Hensley,
14384,Kim De Angelo,
14385,Shakti Kapoor,
14386,Kate Magowan,
14388,Karl Collins,
14391,Javed Jaffrey,
14392,Chuck Zito,
14394,Charly Bivona,
14396,Sarah Douglas,
14398,Michelle Hurst,
14400,Kaiwi Lyman-Mersereau,
14403,Silvia Colloca,
14404,Robert Hobbs,
14406,Ashleigh Gryzko,
14407,Jemma Curran,
14409,Louis Walsh,
14411,Kathy Uyen,
14412,Ricardo Chavira,
14414,Ted de Corsia,
14416,Mark Rolston,
14421,Karin Dor,
14422,Josh Meyers,
14423,Phil Silvers,
14424,Steve Earle,
14426,Dave Sheridan,
14428,James Chalke,
14431,David Lewis,
14432,Erik Palladino,
14434,Aida Elkashef,
14437,Prabhudheva,
14439,Jean-Louis Blondeau,
14440,Rachel Nash,
14442,Patrick Fabian,
14444,Kim Hunter,
14447,Dwight Henry,
14448,Claude Akins,
14451,Brahmanandam,
14452,Donald Trump,
14454,Sonam Kinga,
14455,Alan Hale Jr.,
14458,Bree Williamson,
14459,Nicholas Carella,
14461,Armin Rohde,
14463,Erin Pitt,
14464,Circus-Szalewski,
14466,John Randolph,
14468,Daniel Franzese,
14470,Dean Andrews,
14475,Victor McLaglen,
14477,Marla Gibbs,
14479,Nadine Labaki,
14480,Alejandro Furth,
14481,Yousef 'Joe' Sweid,
14482,Cindy Williams,
14484,Michel Bouquet,
14486,Samuel Davis,
